,sma_fast,sma_slow,annual_return
0,29,27,37.09326534430481
1,29,28,33.69179881400271
2,9,13,31.88760767530506
3,28,26,31.752274516011347
4,29,25,31.64335983077569
5,28,27,31.38775775148424
6,29,26,29.87009032717129
7,9,12,29.24131896091653
8,8,14,28.090444071478387
9,10,12,28.084693992305294
10,9,11,26.91610703338121
11,29,24,26.62047673666014
12,7,14,26.44389555654642
13,7,13,26.2158281993788
14,21,14,26.15373805037234
15,8,13,25.457488621750908
16,28,25,24.865249878433858
17,18,15,24.7636950451197
18,9,14,23.681454893444734
19,25,24,23.50066564550941
20,9,10,22.816355266328323
21,20,14,22.761681867708013
22,28,24,21.93538713086541
23,20,15,21.78593998483704
24,23,13,21.58527143759056
25,9,15,20.9253965420598
26,19,17,20.87850407973077
27,18,16,20.7579536643497
28,21,15,19.300616495158863
29,7,15,19.1973163941684
30,23,18,19.19008162485783
31,20,17,19.110802663459445
32,6,15,19.092841173408104
33,20,18,18.837009786490324
34,6,14,18.73976525386697
35,19,14,18.12967429578479
36,8,12,17.880288099890567
37,18,14,17.84817268783082
38,19,15,17.827878360857483
39,22,13,17.80748032667703
40,22,19,17.805077676498733
41,8,15,17.688080311546134
42,25,22,17.665196630020137
43,27,24,17.564867583431816
44,17,14,17.534321580428838
45,22,14,17.473149598396002
46,27,26,17.45693734217543
47,10,11,16.947389009016902
48,7,12,16.820000934126632
49,10,14,16.660909394075002
