,sma_fast,sma_slow,annual_return
0,17,123,22.211422656017504
1,18,116,22.0842654763068
2,17,122,21.85125443032292
3,18,118,21.722263068977693
4,17,117,21.685519378499013
5,17,116,21.63068613431633
6,18,115,21.525267548905973
7,19,119,21.495717358115343
8,17,118,21.474207065778845
9,29,138,21.38829502918028
10,17,124,21.36775758468499
11,17,115,21.326048627674467
12,18,114,21.29510916009476
13,16,116,21.06179995531455
14,20,121,21.0571586189852
15,17,119,21.045588930357496
16,15,118,21.03523323553709
17,18,121,21.011452638270782
18,20,118,20.99414111033359
19,18,112,20.98027369736996
20,18,113,20.98027369736996
21,19,120,20.95828354664241
22,19,110,20.956714194682
23,19,109,20.956714194682
24,20,120,20.897770808335785
25,20,109,20.87372558122726
26,27,129,20.8674337059115
27,18,110,20.863783261578227
28,17,121,20.852478495073644
29,20,122,20.850373104882586
30,18,111,20.84156592936631
31,16,115,20.833770963870236
32,26,134,20.829092837669887
33,19,115,20.828269282940784
34,18,117,20.81425190416238
35,19,121,20.81284789756603
36,19,114,20.8014510703898
37,19,113,20.772608303092955
38,17,120,20.750678589008643
39,27,126,20.749663652107643
40,27,130,20.72975215897829
41,29,143,20.72766904632865
42,27,127,20.714449709170957
43,18,119,20.71213084441329
44,29,144,20.70886114069357
45,27,131,20.70303740835149
46,19,122,20.68777872643556
47,18,108,20.674760716864345
48,16,118,20.66908028329697
49,26,133,20.66877515698265
