,sma_fast,sma_slow,annual_return
0,25,34,32.855822267166886
1,18,37,31.51401081696688
2,18,32,31.14233308960732
3,19,35,30.909677598966347
4,8,13,30.60503548479914
5,18,35,30.3373832444567
6,15,12,29.72912465713968
7,26,34,29.535955480714705
8,18,36,29.446843638094865
9,28,35,29.367603353179742
10,9,12,29.34592471548136
11,19,36,29.31807298805797
12,14,38,29.285876156625275
13,18,34,29.25946258453639
14,17,38,29.235212601111847
15,28,31,29.07453854927387
16,25,35,28.803488745433075
17,17,31,28.54819633415068
18,24,35,28.50674938362994
19,15,36,28.49828487442092
20,25,36,28.441541992869567
21,18,31,28.363873897753383
22,28,32,28.157481127294247
23,22,36,27.837818593547965
24,17,37,27.80271708131605
25,19,32,27.75835532602596
26,27,34,27.609467353418843
27,22,38,27.46889242473374
28,15,37,27.46854328446291
29,20,31,27.444007155230302
30,14,37,27.344499765529594
31,13,36,27.3422564973579
32,26,29,27.247855525605164
33,28,36,27.228386804526515
34,26,35,27.149533706111928
35,13,37,27.14940213105405
36,16,37,27.127864252902512
37,21,31,27.12289471989323
38,19,31,27.11902846464077
39,10,12,27.08936177728056
40,19,34,27.052818478951117
41,25,32,26.932027123726808
42,16,34,26.920736080301328
43,17,39,26.88542797608639
44,2,45,26.85292057380721
45,20,30,26.83365522316536
46,15,34,26.82098593538384
47,27,37,26.803218620844504
48,2,47,26.68320773796613
49,26,36,26.646073866938963
