,sma_fast,sma_slow,annual_return
0,1,103,46.01497657785822
1,1,102,46.004784522137705
2,7,124,45.92127426859985
3,9,124,45.62473605883326
4,9,123,45.29676311199764
5,5,136,45.185196719747736
6,5,137,45.185196719747736
7,4,132,45.1844156500339
8,5,130,45.03770686140148
9,5,129,45.03770686140148
10,8,125,44.77455889300644
11,9,122,44.76134494909346
12,4,131,44.64595052211222
13,6,132,44.64125166213824
14,6,131,44.64125166213824
15,1,104,44.53861142893135
16,5,131,44.52120813606516
17,9,121,44.4536894510461
18,7,129,44.42792686025439
19,2,107,44.38356294645439
20,5,128,44.10144049805976
21,8,124,44.055309313542416
22,9,120,44.01855367382269
23,5,133,44.00445371101773
24,5,132,44.00445371101773
25,1,128,43.99054210605805
26,2,108,43.9820478009703
27,7,132,43.91008896938307
28,7,131,43.91008896938307
29,7,130,43.91008896938307
30,4,141,43.82320997171267
31,1,123,43.75706019417747
32,8,132,43.72818793643988
33,8,130,43.72818793643988
34,8,131,43.72818793643988
35,3,144,43.72330321432735
36,3,141,43.72330321432735
37,3,142,43.72330321432735
38,3,143,43.72330321432735
39,4,144,43.712442906973045
40,4,146,43.712442906973045
41,4,145,43.712442906973045
42,4,133,43.70873685405574
43,1,107,43.65768768359569
44,1,127,43.65409132841574
45,1,124,43.65409132841574
46,1,126,43.65409132841574
47,1,125,43.65409132841574
48,8,126,43.57214232445606
49,8,127,43.57214232445606
