,macd_fast,macd_slow,macd_signal,annual_return,sqn,trades
0,6,10,5,24.388508303834996,1.5020068883673114,76
1,5,10,6,23.084032157414438,1.4075552397407134,76
2,1,10,26,23.003174930106503,1.2720518980090576,116
3,1,11,24,22.999576500389136,1.2897318999613503,113
4,9,14,5,22.61900818409863,1.4171360514818772,69
5,1,24,11,22.550308241454303,1.2618003125904316,113
6,1,10,25,22.477049135958087,1.2586079659514258,116
7,1,10,27,22.45565741023699,1.2610498691613905,115
8,1,26,10,22.26543983326301,1.2370259700939052,116
9,11,12,5,22.22000666000267,1.3872975583680809,67
10,9,15,5,22.20278458938478,1.3814424151217686,68
11,5,12,5,22.16796263935357,1.212567441161032,82
12,1,11,25,22.069454955905897,1.2421780617103806,111
13,1,25,10,21.945293502175325,1.229395170641743,116
14,5,12,4,21.82756662061293,1.4004627725859629,85
15,4,12,5,21.82756662061293,1.4004627725859629,85
16,1,11,26,21.6889142367116,1.2410703253756428,111
17,9,12,6,21.68532096628557,1.3723815553711058,67
18,10,11,6,21.619782374402057,1.363698563866411,67
19,7,11,4,21.593230168704174,1.294917862854562,79
20,12,13,4,21.59103971024703,1.359348148055203,68
21,5,11,6,21.52239472278492,1.350285064715986,77
22,3,31,4,21.471414750532023,1.2879099959302094,100
23,1,26,14,21.469731898492693,1.2528254602535738,102
24,1,25,11,21.37090360835129,1.1954481352137447,111
25,7,16,6,21.30384164969845,1.3179119038463287,68
26,6,16,7,21.30384164969845,1.3179119038463287,68
27,6,13,4,21.30181955444699,1.149644514355119,81
28,10,13,5,21.27108925086749,1.3429042755020335,68
29,4,11,7,21.269093367870397,1.2893925740748675,79
30,3,31,9,21.237627890927605,1.30472848591798,70
31,1,11,22,21.169548901163854,1.2160687772840986,116
32,8,14,6,21.14756440239312,1.3334329279214538,67
33,1,10,28,21.097368775692985,1.1958189268057744,113
34,1,12,20,20.917632356317725,1.1651021216310216,113
35,1,26,11,20.838467074462105,1.200374081981494,111
36,1,14,17,20.790996867031385,1.1802947659455485,110
37,6,11,5,20.7541593146798,1.2814309775862427,77
38,1,14,27,20.709969858736077,1.2043407783693736,101
39,4,13,6,20.686198039582624,1.1023813994381635,81
40,6,22,5,20.67268746056681,1.260282528418094,67
41,1,22,11,20.591863322599774,1.1835445710141976,115
42,1,24,12,20.55361131039064,1.179213966493303,109
43,1,26,15,20.54514715278896,1.2417901404284073,97
44,1,11,23,20.542829826749028,1.1943812131667992,115
45,1,25,15,20.5273488908381,1.237597401865776,98
46,3,34,8,20.52649195514228,1.2491074563336793,72
47,1,20,12,20.49998662342548,1.1816275210580316,113
48,3,33,8,20.463800387465227,1.2332087804237104,73
49,8,13,6,20.44563818372418,1.3052037999795103,70
