,ema_fast,ema_slow,annual_return,sqn,trades
0,1,10,-5.86654363146007,-0.9716516871036592,101
1,1,11,-5.161589738774166,-0.8057005474116742,99
2,1,12,-4.226699568067889,-0.7015480222499403,88
3,1,13,-4.432192919011727,-0.8015936693706351,87
4,1,14,-6.264244242073139,-1.0362787854836406,84
5,1,15,-8.689405157261703,-1.2731039774955364,87
6,1,16,-6.8683915982611365,-0.9708214173350092,83
7,1,17,-7.050478601222013,-0.9831386720678197,80
8,1,18,-7.032269979291517,-0.9490018802884407,78
9,1,19,-3.6791404780099026,-0.4680656399421488,69
10,1,20,-5.452774335306134,-0.6865324513664592,66
11,1,21,-6.255386060953545,-0.7629611911705099,66
12,1,22,-5.391209597140309,-0.685020038745999,64
13,1,23,-1.461061714509934,-0.1563455590091257,60
14,1,24,-3.3891779002192797,-0.4464590858124272,57
15,1,25,-3.8197833498981177,-0.5245939592716629,56
16,1,26,-3.2078784300450485,-0.43897325391265435,54
17,1,27,-7.239978187311609,-1.0086706165412487,56
18,1,28,-5.610179040464028,-0.7846855850527326,56
19,1,29,-5.761155569269381,-0.8043604540315726,58
20,1,30,-8.10902772661803,-1.2510329619357794,61
21,1,31,-4.789809907158873,-0.6277336414353145,62
22,1,32,-5.811270142282007,-0.7377310660366316,61
23,1,33,-3.968451293828968,-0.5010790443739139,60
24,1,34,-3.936261598217531,-0.4417150699186717,59
25,1,35,-4.3304808174951965,-0.4704668886772187,57
26,1,36,-4.049385477591829,-0.4481710411033179,52
27,1,37,-4.293888714096657,-0.47300898146496284,52
28,1,38,-7.428165989366452,-0.7715964503401089,52
29,1,39,-3.6122796425695993,-0.2677765100307239,52
30,1,40,-3.2540576179897585,-0.2463337881654627,50
31,1,41,-2.157094197960171,-0.16506265242044452,50
32,1,42,-2.428351738178916,-0.18557481250075458,45
33,1,43,-1.8643449043200588,-0.1424818220001321,44
34,1,44,-2.7322182167220714,-0.19873408131668982,45
35,1,45,-3.300293507894829,-0.31079587857100976,47
36,1,46,-3.9192529704011383,-0.3683460427005245,48
37,1,47,-5.922845314855466,-0.6060035520347643,48
38,1,48,-6.7000582435094564,-0.716599255343771,47
39,1,49,-4.504928460585971,-0.4804170240197893,42
40,1,50,-3.948881088568074,-0.42520618696958573,41
41,1,51,-3.914443885792821,-0.4217043556922854,40
42,1,52,-3.997414724499641,-0.4460298670399554,39
43,1,53,-3.793245242066649,-0.41776683418144084,37
44,1,54,-4.1775618191799655,-0.4995458691146598,37
45,1,55,-19.573090942883205,-0.9487215458072777,35
46,1,56,-19.936066573470487,-0.9569993104859315,34
47,1,57,-19.175532984597282,-0.9401189077022081,33
48,1,58,-19.28289886381265,-0.9518031747839281,34
49,1,59,-15.352277208202574,-0.5826077847889956,33
50,1,60,-16.410887238858233,-0.6099563239811205,32
51,1,61,-16.435108032345365,-0.6116714646259496,33
52,1,62,-15.6699811453248,-0.5470204662347491,32
53,1,63,-1.9310574235162568,-0.14522139525801844,31
54,1,64,-1.9753932893569814,-0.1484331040931387,34
55,1,65,-1.7146445298756534,-0.12798993513764081,32
56,1,66,0.012637767351296705,0.0009848115276753415,29
57,1,67,0.8084624473506878,0.06497612029813438,27
58,1,68,0.6207150911184507,0.052879990682809117,29
59,1,69,1.6420793442757895,0.1394261724911402,26
60,1,70,1.1329936386145134,0.09485158794512626,26
61,1,71,2.579953507833568,0.20833948280402861,24
62,1,72,2.5350382713825224,0.2047005670344423,23
63,1,73,2.0609899826681435,0.16394392024815996,22
64,1,74,1.7968177342220966,0.14700613809047194,22
65,1,75,0.5659192741530648,0.04438617203533267,23
66,1,76,0.5659192741530648,0.04438617203533267,23
67,1,77,0.6161405644427836,0.04839731858732455,24
68,1,78,0.6161405644427836,0.04839731858732455,24
69,1,79,0.2686040159049861,0.02184604220939599,25
70,2,10,-9.689302972065407,-1.4700588297074408,72
71,2,11,-12.173128298369503,-1.8997743741110253,67
72,2,12,-8.820541337127397,-1.3400439127408033,59
73,2,13,-7.8065444225548735,-1.1137692802037877,61
74,2,14,-7.676507925297021,-1.0997735241331308,60
75,2,15,-6.026006279425627,-0.8454982796288727,59
76,2,16,-5.791157535611835,-0.8310716336394545,56
77,2,17,-7.782453002544057,-1.1476334236310592,51
78,2,18,-6.679459577404867,-0.9159839624477633,50
79,2,19,-10.278047508676167,-2.4951532110875494,44
80,2,20,-10.604970284405942,-2.5489452316679615,46
81,2,21,-9.973005205992912,-1.5500752907337527,47
82,2,22,-8.866227297997852,-1.4646125183441296,44
83,2,23,-7.491591530091986,-1.1561937656059544,42
84,2,24,0.7096573647780432,0.06177930968143105,44
85,2,25,-0.728204568708287,-0.05766911956795187,45
86,2,26,2.315367141218101,0.19925179938800733,44
87,2,27,4.330163192939614,0.3769136471645451,44
88,2,28,7.4537960107918755,0.6397644253364958,43
89,2,29,5.540003970276423,0.4803346238893329,39
90,2,30,5.198982964283459,0.45373421035982814,39
91,2,31,2.1661708917238607,0.17888807123521647,41
92,2,32,2.175531589432711,0.18095908269242103,39
93,2,33,0.9355754136946232,0.07388096830444968,39
94,2,34,0.28198687652194976,0.021884815109560207,41
95,2,35,2.3146257837871316,0.18750721586373345,38
96,2,36,2.284836623752674,0.1880586435780864,37
97,2,37,2.6886261124121917,0.2239938863060322,36
98,2,38,1.8391192974551478,0.15541211717027725,37
99,2,39,2.058382456593213,0.17474059041511886,36
100,2,40,-0.023716132580501606,-0.0018414149851806194,35
101,2,41,-2.7419727455777836,-0.30063055378390363,33
102,2,42,-1.7612586712996505,-0.19214802932691846,31
103,2,43,-2.8167128523235543,-0.29247527075155616,31
104,2,44,-3.7003660116739674,-0.39100862338841325,33
105,2,45,-2.62402077153153,-0.2935015295312048,30
106,2,46,-4.22906733687348,-0.497730888556658,33
107,2,47,0.3341575388578099,0.02831901706168284,32
108,2,48,0.1953016015069911,0.016541404678972027,32
109,2,49,0.25111422564304114,0.020851342337797688,32
110,2,50,1.3635604337576988,0.11640004221921828,29
111,2,51,-0.1405160735376728,-0.011808230479421254,27
112,2,52,-0.39396955336184436,-0.032910295553560585,28
113,2,53,-1.528712773890553,-0.12479224306812854,29
114,2,54,-2.0982870808764105,-0.1674513844208452,30
115,2,55,-0.94754778062615,-0.07864917318174902,28
116,2,56,-0.5521277602405228,-0.04557242357251543,27
117,2,57,-1.4901976917548778,-0.1229792000183873,27
118,2,58,0.6383031271416787,0.05571110260511541,27
119,2,59,1.3379246459143326,0.12279918204681935,25
120,2,60,1.8450896405126451,0.16482188631615274,23
121,2,61,1.7639239377964733,0.16277984419914332,22
122,2,62,2.404323064571027,0.21558410372646616,21
123,2,63,2.690549874717475,0.2432972333564011,20
124,2,64,2.690549874717475,0.2432972333564011,20
125,2,65,3.0632541880637265,0.2791705070554555,19
126,2,66,2.036178640428277,0.18230461238280402,22
127,2,67,1.954899135821056,0.17392550960851397,21
128,2,68,1.954899135821056,0.17392550960851397,21
