,ma_fast,ma_slow,end_value
0,8,12,15499.6
1,8,13,15493.4
2,10,11,15218.4
3,10,12,14462.9
4,7,12,14177.7
5,8,15,13523.4
6,9,13,13449.2
7,7,15,13396.5
8,6,12,13369.2
9,9,12,13246.0
