,ma_fast,ma_slow,end_value
0,15,18,17051.0
1,14,18,14692.0
2,16,18,14366.1
3,15,19,14169.2
4,8,12,14046.0
5,7,8,13900.0
6,17,18,13454.2
7,15,20,13256.5
8,13,18,13209.0
9,2,12,13078.0
