,ma_fast,ma_slow,end_value
0,4,117,49157.3
1,4,118,48058.0
2,4,111,46751.9
3,2,117,46696.6
4,3,113,46583.4
5,4,113,46522.9
6,4,112,46439.9
7,4,110,45969.6
8,3,119,45864.2
9,5,102,45744.6
