,ma_fast,ma_slow,end_value
0,8,29,37044.0
1,9,119,36658.9
2,10,119,36016.0
3,10,118,36016.0
4,7,104,35858.9
5,21,87,35394.3
6,29,84,35245.1
7,19,88,35226.6
8,8,105,34525.7
9,8,106,34358.0
