,sma_fast,sma_slow,annual_return
0,29,114,20.78399331758008
1,28,136,20.446168462387107
2,29,116,20.28410946631199
3,28,135,20.27173087788857
4,29,115,20.25819267749985
5,29,117,20.23995180483229
6,28,124,20.06420679059288
7,29,136,19.895548292686733
8,29,120,19.85532020914245
9,29,135,19.826390098426096
10,27,135,19.641593684467768
11,29,123,19.589202171729745
12,29,113,19.573723550372648
13,29,124,19.573649537228416
14,27,116,19.508902876262795
15,28,134,19.456928393245896
16,28,125,19.36946073852525
17,29,122,19.26992190234047
18,27,125,19.24518901944813
19,29,119,19.22474952974087
20,29,125,19.190362131094684
21,27,131,19.184509013607293
22,29,126,19.04533982909542
23,29,121,19.02373173650885
24,27,130,18.98004434474397
25,29,133,18.91803009910485
26,28,137,18.917679904243787
27,28,116,18.910286198899
28,28,123,18.89317339725886
29,28,122,18.89317339725886
30,29,118,18.838628037295297
31,28,138,18.832176747490788
32,28,117,18.794295882230035
33,28,115,18.79160296406522
34,27,136,18.706175861882613
35,27,137,18.693380302450848
36,29,137,18.65517866025852
37,6,10,18.648151339310036
38,28,118,18.642691358107665
39,8,10,18.625997643592815
40,23,121,18.587422673829508
41,24,120,18.585232668603503
42,26,141,18.572924601411795
43,27,117,18.54235837951465
44,27,118,18.53937099233817
45,28,130,18.5149680337044
46,29,127,18.50652407521008
47,29,134,18.464498578887213
48,26,140,18.438667025705037
49,26,117,18.4383192078449
