,ma_fast,ma_slow,end_value
0,13,18,69222.6
1,4,24,66354.0
2,7,17,62038.0
3,4,23,61898.3
4,11,21,61627.4
5,4,11,60251.0
6,20,22,58307.0
7,4,13,58195.3
8,4,22,54214.3
9,5,21,53100.0
