,ma_fast,ma_slow,end_value
0,21,115,104525.0
1,8,65,102672.0
2,21,116,101566.0
3,21,117,101092.0
4,28,108,100786.0
5,27,113,100315.0
6,28,107,99613.3
7,9,72,98401.0
8,16,100,97554.3
9,29,109,97123.7
