,ma_fast,ma_slow,end_value
0,3,6,68350.0
1,4,5,68295.4
2,3,5,46946.8
3,2,97,45469.8
4,2,96,45469.8
5,14,96,44932.4
6,2,93,44777.5
7,28,106,44741.7
8,2,94,44717.1
9,28,105,44576.6
