,ma_fast,ma_slow,end_value
0,9,11,20442.0
1,5,16,20271.0
2,9,13,20235.0
3,9,10,19975.2
4,10,11,19619.7
5,5,15,19300.0
6,5,17,19140.0
7,21,51,19062.0
8,9,14,18611.3
9,9,12,18540.0
