,ma_fast,ma_slow,end_value
0,18,26,160679.0
1,16,37,148583.1
2,19,25,143561.5
3,15,37,141032.0
4,3,49,135083.0
5,14,38,132914.8
6,17,27,130030.0
7,17,21,120775.0
8,19,42,120090.0
9,7,8,119335.4
