,ma_fast,ma_slow,end_value
0,10,117,37468.1
1,10,116,37468.1
2,10,118,37468.1
3,9,118,37291.6
4,8,53,36693.9
5,9,116,36674.1
6,9,115,36435.2
7,7,109,36057.0
8,7,110,36057.0
9,7,112,36057.0
