,sma_fast,sma_slow,annual_return
0,10,12,24.6164504355278
1,9,24,22.828688325966144
2,7,12,21.29834573077036
3,15,24,21.047082691107093
4,8,12,20.45333952634405
5,13,24,20.18410994154993
6,14,24,19.75471486240172
7,17,24,19.161527439325493
8,18,24,18.530992351427585
9,16,24,18.306683643327577
10,10,24,17.673909980053974
11,19,24,17.472242550396103
12,11,24,17.078432556951356
13,9,12,16.657197768963194
14,8,24,16.120366819300745
15,20,24,16.059127506542374
16,7,24,15.989468734646277
17,11,12,15.955938070394737
18,1,48,14.756964822625257
19,4,24,14.720464681894915
20,22,24,14.074153159112829
21,2,24,14.005082361308368
22,18,48,13.538557427690924
23,15,48,13.104334366176426
24,21,24,12.926367999242078
25,4,12,12.829890247583068
26,2,12,12.739923652917945
27,16,48,12.724670073792394
28,5,48,12.559477253527035
29,4,10,12.5066589426788
30,18,53,12.32392191686651
31,20,53,12.30850219743615
32,16,53,12.244987235093472
33,5,24,12.097912435460149
34,1,53,11.987494496049813
35,5,12,11.811105347729512
36,23,24,11.72358988444832
37,14,48,11.713521282453652
38,13,48,11.533215183300763
39,17,48,11.301039458226388
40,21,53,11.275178096071537
41,19,53,11.198164982853593
42,23,48,11.134119555863322
43,1,24,10.995001102727496
44,4,53,10.90213142769334
45,4,48,10.848759617798098
46,17,53,10.81823126123294
47,22,48,10.706084800237011
48,15,12,10.682197044592495
49,13,29,10.541576535587003
