,sma_fast,sma_slow,annual_return
0,19,16,45.43995106938371
1,17,16,35.81677800169347
2,19,15,35.11530170920673
3,19,17,35.01939127144885
4,20,14,34.57953030577201
5,20,15,34.49135946071336
6,19,14,32.47815825324447
7,20,17,30.55018221101064
8,20,16,30.42696869212692
9,21,14,30.126860170151744
10,11,13,30.07821306515821
11,21,15,29.778120288273648
12,22,14,29.6374395813405
13,22,15,29.493399131002175
14,10,14,28.057562003383413
15,18,16,27.886158596449214
16,18,15,27.67757252008701
17,17,15,27.163625693840693
18,18,14,26.92797404785521
19,23,14,26.52585717190154
20,25,15,26.420310405367648
21,10,13,26.294832998823647
22,25,13,26.21222730627137
23,23,15,25.386254774501545
24,21,16,24.747753858779788
25,26,13,23.848953959335425
26,24,14,23.17576747829006
27,9,14,23.07248254302017
28,20,13,22.492654311330348
29,9,15,21.892362462235184
30,24,16,21.77195135417413
31,19,18,21.691848609522022
32,11,12,21.57865117887657
33,24,15,21.50760020266984
34,23,13,21.13999564698048
35,22,16,20.975528171780724
36,16,15,20.89972030701293
37,22,12,20.8283366293654
38,25,14,20.701477690310863
39,26,15,20.66678556798576
40,23,16,20.3818136338527
41,22,13,20.310982985392737
42,24,13,20.24248596578961
43,26,12,20.18962354797573
44,26,14,20.10764122760272
45,24,12,19.87262458463061
46,21,13,19.699624443074697
47,19,13,19.538374237223994
48,25,16,19.180951740188416
49,27,12,19.071114682296017
