,ma_fast,ma_slow,end_value
0,26,34,43123.7
1,22,56,42417.3
2,22,60,41907.0
3,6,23,40046.0
4,11,26,39550.0
5,8,44,38156.6
6,22,54,37611.7
7,4,63,37601.0
8,29,57,36954.1
9,29,30,36687.2
