,ma_fast,ma_slow,end_value
0,26,27,13069.0
1,7,11,12475.0
2,12,14,11701.0
3,17,25,11683.1
4,9,13,11586.8
5,7,8,11481.7
6,26,30,11261.9
7,6,30,10991.0
8,10,11,10947.0
9,26,84,10840.0
