,ma_fast,ma_slow,end_value
0,3,11,36202.0
1,2,14,30631.0
2,2,17,29638.7
3,3,13,29584.0
4,27,28,29045.0
5,3,12,28433.3
6,25,43,27601.0
7,23,43,26236.2
8,8,9,26149.9
9,26,42,25702.0
