,sma_fast,sma_slow,annual_return
0,16,15,17.52108461950705
1,29,145,16.512164486774132
2,29,147,16.176826786175692
3,29,146,16.087400053649556
4,29,148,16.072752606123665
5,29,142,15.54555759140196
6,29,143,15.428458636332175
7,29,144,15.375809122357426
8,28,144,15.334202568242986
9,28,143,15.274538625126556
10,28,145,15.251837434642724
11,28,142,15.144800330228236
12,28,146,15.134837392658277
13,29,149,15.082491847511337
14,28,149,15.062431079878255
15,27,147,15.028708291120523
16,28,147,14.876216670914596
17,27,138,14.855369118442372
18,27,149,14.772108947753654
19,29,141,14.758815862872368
20,29,140,14.746685241061414
21,27,139,14.735383886130265
22,27,145,14.728109549917576
23,27,140,14.63188365089778
24,27,148,14.629670431088917
25,28,148,14.546787790554708
26,26,142,14.511261212432595
27,26,141,14.509091173966343
28,27,144,14.389068162583618
29,25,145,14.376148856528976
30,24,144,14.360373210652888
31,26,143,14.336849505085205
32,26,145,14.33383934718116
33,22,141,14.286114495749077
34,27,146,14.213535924810463
35,22,138,14.16996227470501
36,23,134,14.109378997678926
37,26,135,14.078886422352468
38,28,138,14.074788440427572
39,26,147,14.050823692550216
40,23,137,14.046071496827386
41,22,139,14.029091337790293
42,22,137,14.024873716125503
43,28,139,14.007951360482904
44,27,141,14.000343961754195
45,27,137,13.987510399446451
46,23,131,13.961965648479888
47,22,135,13.961557492563411
48,22,140,13.955945941385378
49,22,133,13.932065123773013
