,ma_fast,ma_slow,end_value
0,3,15,14941.8
1,3,16,14309.0
2,3,12,12970.0
3,4,14,12951.1
4,3,17,12864.4
5,10,12,12744.8
6,3,11,12674.3
7,4,17,12672.2
8,2,25,12620.0
9,4,15,12338.6
