,ma_fast,ma_slow,end_value
0,22,31,36193.0
1,13,95,35570.0
2,29,34,35127.0
3,16,44,34551.8
4,13,97,34087.0
5,12,83,33967.1
6,29,66,33956.6
7,26,95,33536.4
8,2,91,33400.0
9,3,80,33338.6
