,ma_fast,ma_slow,end_value
0,18,19,37634.4
1,13,16,37255.1
2,6,19,35654.5
3,5,20,35373.2
4,19,25,33916.6
5,5,21,32096.0
6,24,32,30776.0
7,2,44,30381.0
8,2,43,29498.5
9,22,24,28899.0
