,ma_fast,ma_slow,end_value
0,27,36,16902.0
1,27,38,16101.0
2,26,35,15308.0
3,26,39,15307.0
4,27,37,15271.5
5,10,14,15263.3
6,27,35,15151.5
7,24,34,15084.0
8,29,35,14819.2
9,9,13,14791.7
