,ma_fast,ma_slow,end_value
0,3,15,32483.6
1,3,16,31430.0
2,3,14,31126.6
3,5,15,29450.0
4,3,13,28559.7
5,9,11,27774.2
6,12,89,26983.6
7,5,14,26538.1
8,9,10,26170.0
9,3,10,26111.7
