,ma_fast,ma_slow,end_value
0,4,10,50158.0
1,3,13,41633.5
2,6,12,38696.9
3,5,9,37774.0
4,7,9,35502.0
5,4,9,35415.9
6,3,12,34366.3
7,6,8,33564.0
8,6,14,33259.9
9,3,15,33170.0
