,sma_fast,sma_slow,annual_return
0,20,18,25.326720664035168
1,27,23,21.42446662814352
2,28,22,21.059292451960182
3,27,22,20.884670864869936
4,20,19,20.542884948905176
5,21,17,20.131807339112854
6,26,22,19.89806792099701
7,20,17,19.78937621227509
8,26,20,19.284028128494484
9,26,19,19.13309780621105
10,28,21,19.05384015259604
11,27,21,18.655661880006097
12,21,18,18.51952832346894
13,26,17,18.35108047172444
14,28,34,18.166906245096595
15,23,18,18.134086981279925
16,27,24,18.115663629183352
17,26,24,18.098923913100748
18,29,35,18.053946465108236
19,28,20,18.008142382271508
20,27,19,17.96537987835026
21,25,21,17.875227312868418
22,29,16,17.85792326570394
23,28,19,17.80895871597861
24,27,17,17.605520363549456
25,28,17,17.29435838750488
26,22,17,17.15095629924051
27,28,15,17.118029226273404
28,21,19,17.08964617840429
29,28,16,17.052722001190222
30,29,21,17.025754801483558
31,27,16,16.914674261073184
32,28,23,16.902307843657642
33,22,18,16.873852615936666
34,25,18,16.83420065512699
35,29,37,16.82208133571379
36,24,18,16.809280537438056
37,29,36,16.782222662269
38,25,19,16.71058504683933
39,22,16,16.69175319252431
40,29,20,16.682740634546448
41,19,18,16.60125525394627
42,24,19,16.55008062852837
43,29,34,16.503477959429457
44,27,15,16.457483226848566
45,23,16,16.013120179409675
46,27,20,16.004950944059686
47,25,17,15.865228619321025
48,21,15,15.84050582233338
49,28,14,15.827817665765028
