,ma_fast,ma_slow,end_value
0,24,44,101990.0
1,26,42,101385.0
2,25,44,98767.9
3,23,24,94271.4
4,29,45,93919.5
5,25,45,92907.0
6,28,53,85887.5
7,29,53,84828.5
8,20,40,83812.9
9,27,44,83756.2
