,ma_fast,ma_slow,end_value
0,11,15,23679.8
1,3,5,19322.9
2,10,16,18271.6
3,11,14,17039.0
4,3,15,16004.0
5,10,15,15888.1
6,5,11,15409.0
7,5,8,14983.6
8,3,11,14549.2
9,10,17,14228.0
