,ma_fast,ma_slow,end_value
0,13,15,56952.1
1,13,14,44398.1
2,12,14,34234.6
3,3,17,32326.9
4,3,24,28438.6
5,8,9,28034.0
6,3,18,28010.0
7,9,11,27395.9
8,21,25,26990.0
9,4,23,26260.0
