,macd_fast,macd_slow,macd_signal,annual_return,sqn,trades
0,10,30,3,21.90689500953877,1.5262068239981046,80
1,10,31,3,20.58851343424772,1.4807183764312684,80
2,18,47,31,20.10862179358187,1.2982378501769876,20
3,9,33,3,20.104868146029084,1.4136158382876989,88
4,18,45,32,19.81885922430465,1.2864486924211749,20
5,19,52,27,19.74209942902356,1.294771299246152,19
6,18,49,30,19.688853797786784,1.283375986454022,20
7,2,12,28,19.61583362590724,1.2160103271240392,91
8,19,51,27,19.599646839527846,1.2783656212544905,20
9,18,48,30,19.599646839527846,1.2783656212544905,20
10,19,50,28,19.51817749477547,1.2766234615068257,20
11,19,31,34,19.50815995078244,1.2546304462164468,23
12,18,46,31,19.311039726564967,1.266294058519953,20
13,19,30,35,19.29817660369333,1.248828546069287,23
14,5,42,5,19.258688600252608,1.3620316794261866,79
15,17,41,37,19.129456776983663,1.2609918946280791,20
16,17,42,36,19.129456776983663,1.2609918946280791,20
17,19,49,28,19.099596325311488,1.2579132670837685,20
18,19,30,39,19.02436928693416,1.1588599640172164,23
19,18,32,38,19.02436928693416,1.1588599640172164,23
20,5,41,5,18.972531403135324,1.322786332983959,82
21,1,37,8,18.93462699163048,1.0666152637713968,147
22,19,31,38,18.902855254087285,1.154114558707112,23
23,19,31,39,18.812168996596583,1.1776423554988351,23
24,17,39,39,18.76954308569495,1.2465337105982663,20
25,17,40,38,18.76954308569495,1.2465337105982663,20
26,19,50,27,18.762207577752985,1.248788851637161,20
27,9,32,3,18.751870659401725,1.3217704969934354,88
28,19,30,36,18.64345987732915,1.2147633519997303,25
29,10,28,3,18.59415805591008,1.3713367022566143,85
30,18,44,33,18.572253677819308,1.2341688730552096,20
31,19,48,29,18.572253677819308,1.2341688730552096,20
32,19,29,37,18.52048229707789,1.246853591708677,24
33,19,38,32,18.464098850436837,1.1821397123738635,22
34,19,41,28,18.42943535236136,1.167555381561074,23
35,5,43,5,18.38801676605824,1.3264620241079084,80
36,18,46,30,18.366685980958533,1.234081468351899,20
37,19,49,27,18.366685980958533,1.234081468351899,20
38,18,32,39,18.348245017934143,1.1314039134318217,24
39,3,30,10,18.331110713342653,1.3239566086060426,78
40,18,46,32,18.311417416137548,1.2252633400397004,20
41,19,47,28,18.261034314977824,1.2303054325260785,20
42,19,46,29,18.261034314977824,1.2303054325260785,20
43,18,45,31,18.261034314977824,1.2303054325260785,20
44,11,26,3,18.23961622556575,1.3721744341158202,81
45,18,43,32,18.231356338107314,1.2267497326769572,21
46,18,44,31,18.211472907369693,1.2255380234381257,21
47,18,48,31,18.181487932405783,1.228907383527302,19
48,18,43,30,18.173136953109143,1.255206487967442,22
49,19,43,30,18.14889988570916,1.224519311303441,21
