,macd_fast,macd_slow,macd_signal,annual_return,sqn,trades
0,1,24,38,10.196373673753364,2.1635517856349544,133
1,1,24,39,10.168501316505514,2.17677928873454,132
2,1,24,37,10.153842845129718,2.1609903337943708,131
3,1,23,39,9.97144950299817,2.106028451772354,132
4,1,23,35,9.946398166111376,2.2011600637600077,140
5,1,22,36,9.931042279930104,2.1928492708220397,141
6,1,22,37,9.878356835376472,2.1820599146735686,140
7,1,23,36,9.853210510394431,2.0935454131707525,136
8,1,21,38,9.852330853334836,2.176687150040518,141
9,1,22,38,9.841905958378364,2.0778454969840805,135
10,1,24,36,9.762123289671925,2.0516158857723537,130
11,1,24,33,9.749784643503748,2.1401251233115883,140
12,1,24,34,9.74787042608768,2.061382719633371,138
13,1,23,34,9.746484382143883,2.132217659750788,142
14,1,23,37,9.72719022791449,2.04364482045598,132
15,1,21,37,9.6811275169567,2.1090514402403286,144
16,1,21,39,9.636915173326011,2.115397371084085,139
17,3,18,17,9.595557530378668,2.039558529777014,104
18,1,24,35,9.587032703454827,2.014002655021652,135
19,1,23,38,9.583251178971922,2.0164220220654823,132
20,1,22,39,9.548879902631786,2.0079079201074403,136
21,3,11,33,9.478078934211736,1.902484342150864,103
22,3,19,16,9.417585829573593,1.986531141622281,106
23,1,22,35,9.377119370820555,2.02993177853724,143
24,1,19,3,9.376147911792906,1.7728124320267589,320
25,3,17,18,9.341349505750076,1.9798335546089143,105
26,3,20,15,9.29076559705084,2.000585501049415,108
27,1,10,5,9.243383562329686,1.746424689488156,295
28,2,24,28,9.238906522091789,1.9320631581747905,104
29,1,15,3,9.2100917074131,1.7199058437699517,330
30,1,20,3,9.185948915639768,1.7626758038982318,319
31,3,21,18,9.183004375064442,1.952604328647809,96
32,3,25,16,9.177196401793893,1.8673985648706384,95
33,1,13,4,9.167951880476824,1.7643095705061878,301
34,3,21,15,9.158722278178107,2.02840639394495,102
35,1,23,33,9.13642002821678,2.04960647365696,142
36,3,10,28,9.128165233190416,1.8705160103951208,115
37,1,23,3,9.115078178916743,1.7469701477742656,316
38,2,19,39,9.110584466473927,1.9388868891766744,104
39,2,24,30,9.10200864629,1.9436876938005556,102
40,2,19,33,9.094336190341464,1.956290220779878,108
41,3,21,16,9.093140278394367,1.999330585959788,97
42,3,20,19,9.074941892370578,1.9239096888414824,95
43,3,21,17,9.047176921923317,1.9576392238040368,97
44,1,20,33,9.046873139844145,1.88407054008912,149
45,3,23,17,9.031713993051484,1.833800973265807,94
46,2,19,38,9.024897481496852,1.9235465511819363,103
47,3,20,18,9.024194885913836,1.9532468132508451,96
48,3,20,17,9.02265625715367,1.981551356034668,97
49,3,19,20,9.002340456618665,1.9093529417156732,95
