,ema_fast,ema_slow,annual_return
0,16,10,13.019392655207662
1,16,11,11.613346034690792
2,18,10,11.46767483003424
3,14,13,11.32016008711606
4,15,12,11.168012735747345
5,16,12,10.732481076154308
6,15,13,10.595072232334791
7,17,10,10.575312482533056
8,14,12,10.462122486513303
9,17,11,10.403588543647633
10,13,12,10.37729854141264
11,14,11,10.37729854141264
12,24,13,10.35840569207614
13,15,11,10.270269940993863
14,23,14,10.100283180394252
15,22,15,10.058474695781657
16,21,16,9.889268345878062
17,20,17,9.857158151519808
18,18,11,9.718508598275928
19,19,18,9.713375031531916
20,19,10,9.674028191969056
21,20,10,9.663834613528456
22,11,10,9.486162180410592
23,21,14,9.4623150017675
24,15,10,9.302005182747862
25,19,17,9.2791635665237
26,23,16,9.24426859663678
27,15,14,9.194865553539524
28,16,13,9.135189835876766
29,24,12,9.058497149528655
30,17,12,8.929360998966947
31,21,10,8.867862507507354
32,22,14,8.7491510106562
33,24,16,8.719693421017013
34,19,13,8.684181154269337
35,22,13,8.673072938890378
36,19,11,8.59793781646176
37,21,15,8.593615517016866
38,16,14,8.576661808523632
39,20,16,8.562652327234286
40,20,12,8.532598505916956
41,24,15,8.50772106440512
42,22,11,8.496270294687761
43,20,15,8.478437343535742
44,18,17,8.457785544097568
45,19,16,8.457785544097568
46,20,14,8.455160088617248
47,23,13,8.446921397139647
48,23,12,8.427163843368112
49,21,17,8.416427876564514
