,ema_fast,ema_slow,annual_return
0,24,23,10.71482685699593
1,17,14,9.523109366358764
2,24,22,9.466383724214127
3,18,13,9.158402311455742
4,16,15,9.07948671977122
5,19,12,8.918538331661457
6,22,13,8.821073265208529
7,21,13,8.712852761995567
8,18,14,8.687381541438498
9,20,14,8.516765938584586
10,17,16,8.467991271397178
11,18,16,8.401369370249002
12,21,15,8.330189090927236
13,18,17,8.32916515362949
14,21,11,8.327187151108358
15,22,12,8.317817112781274
16,23,12,8.30359378008398
17,23,22,8.283205190231293
18,19,16,8.261350605852435
19,24,21,8.236514338160676
20,23,13,8.193624029252959
21,19,15,8.18686664035888
22,19,13,8.179252063215241
23,22,15,8.072996570584237
24,21,16,8.060864537880436
25,20,16,8.029450166945558
26,19,14,8.019573526260805
27,18,15,8.019573526260805
28,16,14,8.005039950192492
29,24,12,7.981315975081479
30,20,12,7.915712836225657
31,19,17,7.879332046698008
32,22,10,7.82844911553246
33,20,11,7.811480102038701
34,22,14,7.711232621563842
35,17,13,7.709667055926629
36,20,15,7.688200700229794
37,23,21,7.6134395205479235
38,21,14,7.589423257168645
39,24,20,7.584297764610778
40,23,14,7.549133733095803
41,17,15,7.530093158430044
42,20,19,7.491528992292412
43,20,17,7.30961256505001
44,24,13,7.191130236760306
45,19,10,7.176771950352867
46,19,18,6.978990041218198
47,13,12,6.955295880788006
48,20,13,6.941988930793497
49,21,10,6.927861833305303
