,ema_fast,ema_slow,annual_return
0,7,24,31.55636500293805
1,4,31,31.132898996970088
2,6,25,30.910674269967046
3,8,23,30.79460353606736
4,6,26,30.431949680220978
5,7,25,30.34476911934403
6,6,24,30.055963643958467
7,5,26,30.03492083696931
8,7,26,29.71792206083442
9,14,15,29.657476104673886
10,13,16,29.657476104673886
11,8,24,29.628660555316088
12,8,25,29.514578021778465
13,5,28,29.277441669677025
14,5,29,29.26211759106041
15,5,25,29.254582901183145
16,5,27,29.25306522696721
17,9,24,29.19377440192289
18,12,17,29.18312513800774
19,4,30,29.13391328358901
20,6,23,29.08738352127237
21,10,21,29.059837508237223
22,11,19,28.99742285969916
23,11,18,28.94997055509281
24,5,30,28.91058285907811
25,8,22,28.893821456944185
26,12,18,28.863601142023377
27,9,21,28.855644759252858
28,9,23,28.83301397957665
29,7,22,28.8103406291677
30,10,20,28.7900830136775
31,13,17,28.70968682737545
32,4,35,28.61177839696365
33,9,22,28.50148405421915
34,4,32,28.48743398981895
35,15,16,28.339268129843543
36,14,17,28.339268129843543
37,5,33,28.26483993244821
38,4,36,28.212136525266207
39,5,44,28.130185018124585
40,4,38,28.041443169431854
41,7,23,28.00738337434445
42,6,22,27.97848848412784
43,5,32,27.93198844252547
44,1,43,27.925144731562
45,5,34,27.917213782870533
46,5,36,27.897398133551643
47,12,19,27.86088128330517
48,10,22,27.8523159017514
49,1,42,27.795461569023
