,ema_fast,ema_slow,annual_return
0,24,23,17.151460186679383
1,24,22,16.575419076580953
2,23,22,15.422955535663736
3,24,21,15.0535580768124
4,24,20,14.423678773526898
5,23,21,14.423678773526898
6,15,12,14.1966055947008
7,16,11,14.0578166315596
8,22,18,13.925558719395177
9,14,13,13.888582175065457
10,3,10,13.737442504912098
11,22,20,13.492276731175256
12,23,19,13.492276731175256
13,24,18,13.4083943045431
14,23,17,13.00712864334716
15,21,20,12.971417783752209
16,24,19,12.96331032074369
17,22,21,12.96331032074369
18,23,20,12.96331032074369
19,21,19,12.92046784729263
20,21,11,12.661226274866271
21,18,10,12.57623209569408
22,21,14,12.574854394902568
23,15,11,12.537026800008183
24,19,15,12.510654424811117
25,21,17,12.481361604488145
26,20,18,12.481361604488145
27,21,18,12.413069238062487
28,22,17,12.413069238062487
29,20,19,12.413069238062487
30,13,11,12.385656989588572
31,23,10,12.294754564728816
32,18,16,12.283005899345843
33,24,17,12.262079479170112
34,22,13,12.24547768051792
35,24,16,12.211986642471944
36,15,10,12.109978290625682
37,22,14,12.10023939656072
38,22,16,12.08952165315208
39,22,10,12.0875271118877
40,22,19,12.065435079729362
41,23,12,12.061831217568624
42,19,13,12.057435719814032
43,23,16,12.04021612262994
44,24,15,11.98553735840237
45,20,14,11.909794754984034
46,23,15,11.904411985124163
47,22,12,11.863922042890351
48,18,14,11.84943289354983
49,18,17,11.822467025205622
