,ema_fast,ema_slow,annual_return
0,24,76,11.311279544910164
1,22,78,11.217667182512352
2,22,79,11.169822173767749
3,23,77,11.142414340060276
4,23,76,10.961031351307907
5,24,75,10.914862837701632
6,22,77,10.730111152025298
7,24,71,10.675622293229925
8,21,78,10.672114456393627
9,21,79,10.672114456393627
10,21,76,10.577507885654844
11,22,74,10.540914897281086
12,24,79,10.516133298953225
13,24,78,10.516133298953225
14,23,74,10.438716620350627
15,24,70,10.398810936373575
16,24,73,10.391132186655598
17,23,75,10.391132186655598
18,24,72,10.371991154144316
19,23,71,10.341686810550494
20,22,73,10.341686810550494
21,22,72,10.341686810550494
22,20,78,10.30436485066684
23,21,75,10.267878961767837
24,24,74,10.13741693809891
25,24,77,10.111814130484452
26,21,77,10.103672657305026
27,23,73,10.095944341960733
28,22,75,10.07468437515815
29,21,74,10.069151036110432
30,23,72,10.060353836723866
31,20,79,10.045230964295865
32,22,76,9.919901372125809
33,23,78,9.881845392537178
34,23,79,9.881845392537178
35,14,76,9.845171006327396
36,24,67,9.777912627628742
37,20,77,9.7116606895229
38,24,68,9.708039093228756
39,23,70,9.708039093228756
40,23,69,9.708039093228756
41,20,76,9.675368820963543
42,20,69,9.59852299709326
43,24,66,9.58239541612468
44,22,71,9.581923055474205
45,21,73,9.52326810399977
46,24,65,9.456536248204666
47,24,69,9.453353580764333
48,13,78,9.453239918251128
49,20,70,9.430276468517151
