,ema_fast,ema_slow,annual_return
0,13,17,16.642070374627018
1,14,16,16.20715345843989
2,14,15,15.846397474198026
3,13,16,15.807684490741176
4,12,16,14.767673905548437
5,11,17,14.658043760578702
6,13,15,14.43961558004196
7,12,15,13.319303933411812
8,9,16,13.14043294757156
9,15,16,13.095312140247913
10,12,13,13.011064887317067
11,14,17,12.95872702328984
12,12,17,12.958389464380328
13,16,24,12.849909307911616
14,17,23,12.700797546990202
15,9,21,12.613136531754684
16,13,14,12.552639775314317
17,11,14,12.451147672474228
18,11,16,12.426181508712334
19,12,30,12.339530627820231
20,18,22,12.246063286623365
21,10,19,12.21235230959232
22,19,21,12.111892794664604
23,10,17,12.076929636958674
24,8,22,12.069552812234043
25,9,20,12.048237614622977
26,10,15,11.90531669325802
27,10,18,11.871207655531917
28,15,25,11.853630194459368
29,14,27,11.835154863486189
30,12,14,11.810817890983362
31,9,17,11.747742165464222
32,11,15,11.58169824281286
33,15,26,11.556180901611636
34,12,39,11.34211364915686
35,13,28,11.252993337640367
36,16,26,11.243886167327451
37,8,23,11.20981156094583
38,14,26,11.17658544665598
39,18,23,11.146228527785803
40,12,40,11.080235506310377
41,14,28,11.077799617236517
42,10,16,11.009830037980176
43,16,27,10.981820193205737
44,8,18,10.897002339738416
45,17,31,10.88854746045134
46,13,38,10.84940154274859
47,17,32,10.8385491840862
48,7,24,10.828546961853034
49,15,27,10.822563657198549
