,ema_fast,ema_slow,annual_return
0,11,13,23.2295355313965
1,9,16,22.25592862498563
2,10,14,21.55301242437437
3,11,14,21.39595968767024
4,12,13,21.39595968767024
5,8,17,21.02956587017333
6,9,17,20.779189262386367
7,9,15,20.7479556193274
8,8,18,20.705641171352354
9,10,15,20.705641171352354
10,10,16,20.67773112863697
11,11,12,20.455089103920344
12,11,15,20.427790443861024
13,7,20,20.37223868101564
14,8,16,20.36628807863505
15,7,19,20.3423423393358
16,12,14,20.22224677464426
17,11,16,19.512543365989863
18,10,17,19.470956166360136
19,10,13,19.13530515233915
20,7,18,18.82120930458405
21,14,78,18.4405880120452
22,9,18,18.24399330669077
23,6,20,18.242500620015605
24,2,40,18.030624631147784
25,2,39,18.030624631147784
26,14,79,17.79414658283044
27,15,76,17.79414658283044
28,8,19,17.737914299632482
29,6,21,17.238518730434677
30,15,77,17.043919140842746
31,11,20,16.89146009421221
32,6,68,16.701492343841313
33,9,19,16.612902776857066
34,3,34,16.457063350859755
35,9,22,16.1892519238712
36,15,75,16.12269538954873
37,6,69,16.067618802710946
38,8,23,16.017312146376746
39,2,37,15.990329517259449
40,6,67,15.965711344865449
41,2,38,15.921804610497208
42,6,30,15.901761683589283
43,4,75,15.897243872525175
44,12,15,15.875771142455864
45,7,79,15.863532083514215
46,24,74,15.848982377698452
47,12,18,15.848562984106303
48,7,29,15.843738717219386
49,5,73,15.823370566607515
