,ema_fast,ema_slow,annual_return
0,4,11,30.01315452903721
1,6,10,26.85621510497483
2,5,10,25.566762276185926
3,3,11,25.10532912239849
4,5,11,24.115189931224077
5,2,16,24.101019635992536
6,4,10,23.92128884133477
7,2,14,23.67980100146102
8,3,13,22.957958653925186
9,4,12,22.876582191697068
10,6,11,22.76233964796888
11,7,10,22.678302363174563
12,3,12,21.80457883245323
13,1,11,21.55043014387917
14,3,14,21.14813705473172
15,2,15,21.09500749382805
16,1,10,20.594002713343905
17,3,10,20.395872264323067
18,7,11,20.224151561814185
19,2,11,20.18992963940904
20,3,15,19.858472214075835
21,8,10,19.77282039467152
22,2,17,19.226801096416708
23,1,16,18.78079169227451
24,2,10,18.66070730238776
25,1,15,18.216148343462155
26,5,12,18.050451739997765
27,2,31,17.94135680084694
28,1,13,17.779641076700024
29,2,13,17.770536209467583
30,1,12,17.579207784842573
31,1,31,17.150908972599876
32,4,29,16.925585977517144
33,10,11,16.675584545621334
34,4,30,16.61139488109619
35,1,29,16.462620055482688
36,4,31,16.143698896823988
37,3,34,16.12443861131968
38,2,32,16.018106509357285
39,3,33,15.908299525185257
40,4,32,15.820276195446183
41,2,18,15.815919902675107
42,1,30,15.772212437783132
43,4,13,15.72538308838588
44,3,32,15.637822489551723
45,9,23,15.531672676799682
46,6,12,15.31127924334465
47,2,20,15.271050649385185
48,2,21,15.262389955458636
49,3,20,15.241327895201325
