,ema_fast,ema_slow,annual_return
0,12,10,28.703392836364888
1,13,10,28.605547362146226
2,12,11,28.51630027910356
3,11,10,27.199258085370232
4,14,10,26.65503281333104
5,24,22,26.349927521766364
6,24,23,25.416125815280328
7,13,11,25.267431333922254
8,23,22,24.701068993453283
9,24,21,24.701068993453283
10,22,21,24.502120981390377
11,23,19,24.35661288796868
12,22,20,24.35661288796868
13,23,21,24.04142706746981
14,24,20,23.7068855887146
15,21,20,23.532338792662884
16,23,20,23.4595782119761
17,24,19,23.4595782119761
18,17,11,23.365536934623275
19,14,13,22.947756319882963
20,16,12,22.91267876309473
21,18,12,22.886958628455226
22,18,10,22.261439432168352
23,24,18,22.22890799344267
24,15,14,22.18762442243487
25,22,16,21.98423008395524
26,15,13,21.926619226372456
27,16,13,21.91429312146916
28,20,17,21.631465579379707
29,19,18,21.631465579379707
30,21,16,21.631465579379707
31,22,15,21.55940374047696
32,23,14,21.53799330463732
33,16,14,21.372225638214957
34,17,13,21.372225638214957
35,23,15,21.27046448957707
36,22,19,21.23253253697712
37,14,12,21.20799093712547
38,17,12,21.198033593212728
39,15,12,21.139150178651743
40,18,11,21.13811846477592
41,24,15,21.11930939196605
42,24,13,21.088316470747085
43,20,16,20.846742220460207
44,21,15,20.846742220460207
45,19,17,20.846742220460207
46,24,14,20.73261659235423
47,19,10,20.62302105465692
48,16,10,20.34931531348995
49,19,11,20.234473376553385
