,ema_fast,ema_slow,annual_return
0,10,11,19.91048074138952
1,5,14,19.65488667763006
2,5,15,19.59846297124041
3,9,12,19.41757893246927
4,6,16,19.31850885992404
5,6,15,19.309317272425712
6,8,14,19.297981235370624
7,9,13,18.77837799604337
8,6,13,18.72327093924168
9,8,13,18.54422982095229
10,7,13,18.504636895809583
11,5,16,18.490955384062467
12,6,14,18.43267609474877
13,3,26,18.38625724737536
14,4,15,18.381338754875536
15,4,16,18.28140036622352
16,7,15,18.2698055359595
17,5,17,18.11346977967424
18,4,17,18.047479530567447
19,10,12,17.95469177831381
20,7,14,17.932201339105752
21,1,24,17.712775273149504
22,3,27,17.64179229846033
23,1,25,17.455854603628087
24,3,24,17.436052236247733
25,3,23,17.424128742280985
26,7,12,17.345925899659655
27,6,17,17.287549209467183
28,3,25,17.099215443130337
29,5,18,17.084969221276552
30,4,14,16.831339241434744
31,4,18,16.69588701453801
32,2,26,16.59385019038788
33,8,10,16.578752729154726
34,1,26,16.55652896673503
35,8,12,16.555290130545703
36,1,23,16.515577376042074
37,7,16,16.451906123642253
38,4,23,16.3905757677431
39,3,22,16.35418012258313
40,12,16,16.30948625828287
41,4,25,16.267143564369995
42,10,19,16.199396610182994
43,3,28,16.181553501588333
44,2,31,16.1655897987054
45,11,12,16.15435522672068
46,2,29,16.148195505227072
47,9,14,16.144441059935
48,8,11,16.13174278811967
49,2,24,16.130884358805098
