,ema_fast,ema_slow,annual_return
0,18,22,85.12728179022702
1,19,21,83.15751140434197
2,17,22,81.55985439181812
3,19,20,80.24881727440176
4,18,21,80.24881727440176
5,19,25,77.28618740949634
6,21,23,77.16578492050637
7,20,24,77.16578492050637
8,20,23,76.48769650040381
9,21,22,76.48769650040381
10,19,24,75.249253748258
11,17,39,75.20251727435299
12,19,22,75.11264800888844
13,18,25,75.00970902736582
14,22,23,74.73028813370061
15,21,24,74.73028813370061
16,23,38,74.54053112648727
17,18,26,74.45954829027983
18,16,30,74.34458280976068
19,15,31,74.34458280976068
20,17,27,73.97571226690839
21,22,35,73.89532320075833
22,24,33,73.89532320075833
23,23,34,73.89532320075833
24,21,37,73.74922951612155
25,22,36,73.74922951612155
26,17,23,73.7153655246546
27,18,27,73.58655800360154
28,17,29,73.50421200678514
29,16,31,73.43204780333409
30,21,36,73.36018768433779
31,20,38,73.36018768433779
32,20,39,73.27704079003463
33,20,21,73.24971863544225
34,24,34,73.19322241838384
35,23,35,73.19322241838384
36,22,39,73.19150026098502
37,19,37,73.0969576933444
38,18,38,73.0969576933444
39,19,38,73.0969576933444
40,18,39,73.0969576933444
41,18,37,72.98028665178587
42,17,28,72.93044641125574
43,16,29,72.93044641125574
44,20,37,72.89599400313836
45,19,39,72.89599400313836
46,15,29,72.82728342869214
47,17,38,72.76646473799808
48,16,28,72.75530468375855
49,19,26,72.74985676063478
