,ema_fast,ema_slow,annual_return
0,11,23,35.77153843075401
1,10,24,35.73554811208678
2,12,45,35.45142937055963
3,9,26,35.330935947439215
4,9,25,35.253565675838594
5,11,22,35.25290808198871
6,13,25,35.0801523383344
7,19,69,34.844354820173656
8,10,23,34.682762746324684
9,14,24,34.57946639939776
10,12,44,34.56542650196075
11,13,41,34.42669185471832
12,20,69,34.384006396751936
13,14,39,34.16507674964579
14,15,39,34.12662460065703
15,1,53,34.07177370909194
16,12,47,34.03721742326443
17,13,42,34.03120001372745
18,10,25,33.87311831811207
19,12,46,33.867598476437095
20,14,53,33.77757344293711
21,14,54,33.77757344293711
22,15,38,33.748604543556475
23,22,69,33.64783535989505
24,21,69,33.495205753221306
25,12,21,33.45161006858752
26,20,70,33.3834720765928
27,20,71,33.3834720765928
28,15,37,33.36582331359217
29,13,43,33.348863916972896
30,8,28,33.2180174025795
31,20,67,33.19558325234117
32,1,51,33.16040557870428
33,17,24,33.13067738403758
34,8,30,33.07059031871284
35,24,67,33.054617119159005
36,16,37,33.03336237004446
37,1,49,32.99441472805906
38,1,50,32.99441472805906
39,10,29,32.98939587644802
40,13,55,32.9829851080799
41,13,40,32.97574871099783
42,14,23,32.97362840986118
43,14,52,32.96215228219763
44,14,51,32.96215228219763
45,23,36,32.933437527242866
46,19,70,32.928936978445385
47,10,27,32.8871151963267
48,19,22,32.879249212481845
49,7,56,32.87271348223748
