,ema_fast,ema_slow,annual_return
0,1,38,19.24784236790497
1,1,41,18.95365357219136
2,1,40,18.257194562600045
3,1,39,18.25306004321138
4,2,29,17.125215272650806
5,1,37,17.11310605372918
6,1,42,17.106733441499344
7,1,36,17.036803772057453
8,1,33,16.815011633074505
9,1,35,16.673048944100866
10,2,27,16.392028235325327
11,2,30,16.088552736375824
12,1,34,16.035722652422393
13,1,29,15.854349271876435
14,1,32,15.747290824807395
15,1,44,15.740097204537248
16,2,28,15.731599615440134
17,1,28,15.59702774631775
18,2,26,15.581032264175285
19,1,43,15.317820376567845
20,2,36,15.26664640804302
21,1,26,14.995511572719252
22,1,30,14.873339755364748
23,1,27,14.854933786952795
24,1,31,14.82722044349746
25,2,31,14.7621159516013
26,1,45,14.676806111281524
27,2,34,14.590808908974203
28,1,48,14.437584137738568
29,2,42,14.31441303797273
30,2,37,14.31006755106677
31,1,47,14.29942175536877
32,3,38,14.024703895953486
33,2,35,13.989721704757802
34,3,33,13.927036796584542
35,1,46,13.918617571474034
36,2,33,13.843739398957174
37,2,41,13.7560420720962
38,3,21,13.71173204376926
39,2,25,13.679393659313783
40,1,49,13.619887931295295
41,2,38,13.499688035299004
42,3,34,13.482877235192674
43,3,35,13.464049844354872
44,3,28,13.355008660537331
45,2,45,13.279762702739712
46,2,40,13.17376488727226
47,3,27,13.089858761777403
48,3,36,13.066281229640603
49,3,37,13.015667735665104
