,ema_fast,ema_slow,annual_return
0,20,72,28.882159959775212
1,21,69,28.882159959775212
2,21,70,28.882159959775212
3,22,67,28.755608758474555
4,22,66,28.755608758474555
5,24,75,28.49626163298785
6,21,72,28.28967833907987
7,22,70,28.28967833907987
8,24,63,27.990754066286527
9,24,62,27.990754066286527
10,22,68,27.962301300791893
11,23,77,27.948739015836203
12,24,76,27.644146547281817
13,24,66,27.549285068804704
14,23,78,27.52852915336616
15,21,73,27.50384542122942
16,22,73,27.50384542122942
17,20,76,27.50384542122942
18,20,77,27.50384542122942
19,22,72,27.50384542122942
20,20,75,27.50384542122942
21,21,75,27.50384542122942
22,21,74,27.50384542122942
23,24,79,27.499151887645866
24,23,64,27.44543531582685
25,23,65,27.44543531582685
26,22,79,27.397761201706
27,24,77,27.312517743479415
28,22,71,27.19959348951096
29,21,71,27.10390750914477
30,20,73,27.10390750914477
31,24,64,27.080408113510764
32,19,76,27.056391739284173
33,20,74,27.041403027947403
34,23,68,27.00588298328508
35,22,69,26.994414506698558
36,21,76,26.90012591661523
37,20,78,26.90012591661523
38,22,75,26.90012591661523
39,24,65,26.87102349361821
40,24,78,26.810084305975963
41,20,71,26.76088754753528
42,24,69,26.74015296841843
43,24,70,26.74015296841843
44,22,74,26.731521627995527
45,23,66,26.660046297322825
46,20,68,26.63668781991909
47,21,66,26.63668781991909
48,20,69,26.63668781991909
49,20,70,26.63668781991909
