,ema_fast,ema_slow,annual_return
0,3,10,20.65669945311126
1,2,10,19.930062073256394
2,1,10,19.34058854311565
3,4,10,19.32343096517852
4,1,11,19.25744130484371
5,2,70,18.768211198066936
6,1,76,18.658497793781404
7,1,77,18.53222825144137
8,2,72,18.46221730125771
9,1,78,18.454190976667796
10,1,79,18.33428555649049
11,2,77,18.2418958583948
12,2,71,18.212909074632265
13,1,75,18.07156137320365
14,2,11,18.06125502261164
15,1,72,18.01211518800237
16,1,73,17.862192732127554
17,2,73,17.827940314424925
18,3,11,17.79548707481649
19,2,74,17.759723913997256
20,1,61,17.71130252712045
21,2,75,17.64013393134461
22,1,70,17.636931500956322
23,2,76,17.508890003877077
24,2,78,17.452409572438352
25,1,74,17.4055240684452
26,3,75,17.37568910406316
27,1,69,17.365741126492075
28,1,12,17.35799008607491
29,2,79,17.312213883510495
30,1,71,17.279176863664297
31,2,68,17.165487050650004
32,1,62,17.125310060772527
33,2,69,17.00755453414704
34,3,77,16.995120348483518
35,3,76,16.919738555826612
36,1,68,16.91964137506665
37,7,41,16.91575521272695
38,3,71,16.907890282256005
39,3,72,16.89724599537476
40,1,67,16.873546858991265
41,1,66,16.873546858991265
42,1,65,16.873546858991265
43,2,67,16.699895387342824
44,3,78,16.64613802501967
45,4,55,16.602801620069737
46,3,67,16.599601661993553
47,1,64,16.576215235620715
48,3,79,16.572306067499817
49,3,70,16.550656533306583
