,ema_fast,ema_slow,annual_return
0,24,18,15.1246308047037
1,23,19,15.087491029027516
2,22,20,15.020513198320025
3,19,50,14.986410934145006
4,19,49,14.982186230162808
5,20,48,14.870742021940329
6,15,47,14.847603211032247
7,24,52,14.82967402585245
8,12,10,14.825486821041386
9,14,48,14.812818968549283
10,24,50,14.789186214364152
11,24,19,14.782369338621136
12,23,51,14.699791174171278
13,18,51,14.68473782951498
14,22,41,14.609636131579446
15,23,52,14.564086041520632
16,18,53,14.520407137305998
17,22,53,14.498853525476866
18,22,21,14.475476303291154
19,23,20,14.475476303291154
20,14,49,14.473951822126644
21,21,16,14.453323995468438
22,24,15,14.427460207846927
23,20,49,14.407769437003596
24,17,53,14.404755908555122
25,11,10,14.382611728451774
26,24,14,14.379962078473172
27,24,49,14.367682179477509
28,22,52,14.362347411092829
29,16,45,14.328190391509112
30,15,46,14.320939267035609
31,21,47,14.317345025461986
32,23,49,14.30649638551256
33,17,49,14.29925350374946
34,22,17,14.29590801398467
35,21,46,14.294508537588916
36,12,53,14.279251174517752
37,21,18,14.247687948909451
38,24,75,14.244306238998403
39,14,54,14.241876105737637
40,22,54,14.23832152094931
41,18,54,14.23039578105539
42,24,48,14.209569909289211
43,20,17,14.198931228733716
44,21,49,14.197056644319266
45,19,18,14.196202067535232
46,23,54,14.179806245424643
47,13,51,14.177302962771329
48,13,52,14.16456149540137
49,15,45,14.160615734304574
