,ema_fast,ema_slow,annual_return
0,17,10,3.283470858711434
1,16,11,2.407559102393129
2,15,12,1.7763956894581878
3,13,11,1.7017323490804714
4,12,10,1.6953379660818564
5,14,10,1.6872862109170204
6,13,10,1.3271643618233326
7,12,11,1.3271643618233326
8,18,11,0.9166063762798198
9,14,13,0.7919189170716376
10,17,12,0.5804741677883983
11,11,10,0.3389016249657692
12,16,13,0.2277919624990952
13,15,10,0.1729623373265548
14,24,11,0.1179698372048993
15,16,16,0.0
16,12,12,0.0
17,17,17,0.0
18,22,22,0.0
19,20,20,0.0
20,14,14,0.0
21,13,13,0.0
22,21,21,0.0
23,18,18,0.0
24,23,23,0.0
25,24,24,0.0
26,10,10,0.0
27,19,19,0.0
28,15,15,0.0
29,11,11,0.0
30,16,10,-0.1287311868605462
31,14,11,-0.1885643497747356
32,22,12,-0.4830112590489548
33,15,13,-0.5261492170366971
34,13,12,-0.5311604690239732
35,15,14,-0.6939315235835019
36,18,10,-0.7073433115343477
37,21,13,-0.9075318871717564
38,21,12,-0.9338446255314864
39,17,11,-1.0982724552286756
40,19,10,-1.114281844550331
41,16,12,-1.1211182201154315
42,19,14,-1.147686161447428
43,14,12,-1.179162879083972
44,20,14,-1.193217427477
45,23,12,-1.495046868402118
46,18,15,-1.5548518893697152
47,15,11,-1.6380924616230392
48,21,11,-1.6394599070186175
49,18,14,-1.655779132632752
