,ema_fast,ema_slow,annual_return
0,2,23,20.898055168652864
1,12,68,20.75489745947924
2,12,69,20.350294142337525
3,11,66,20.249293421274125
4,6,28,20.16821246147885
5,14,65,20.042715453691148
6,12,70,19.930425377792844
7,8,78,19.873483006842815
8,11,64,19.84597998428165
9,13,77,19.845599333015222
10,12,79,19.82571215247244
11,12,75,19.78611774206071
12,12,67,19.75453337520695
13,13,64,19.739956949317374
14,11,67,19.73448570488334
15,11,78,19.684321090525344
16,9,78,19.65869973464772
17,12,77,19.63237362577608
18,13,66,19.53344467385369
19,10,77,19.507826204739597
20,12,72,19.47602383473152
21,7,79,19.473844780323333
22,13,68,19.46559902436796
23,12,76,19.435233722402973
24,7,28,19.426064770556085
25,8,27,19.414960901308454
26,14,64,19.40264024728956
27,11,71,19.4016681342529
28,12,78,19.36180857075348
29,11,77,19.355431364891043
30,12,71,19.25504939333813
31,9,77,19.22583729685049
32,11,75,19.216868124735864
33,2,24,19.21085509928252
34,2,22,19.158134825091476
35,11,79,19.14355481353748
36,11,76,19.133834836962745
37,11,65,19.11164334440353
38,13,76,19.099562818999196
39,11,69,19.066020268789387
40,15,64,19.01341089316357
41,10,78,19.012707761706288
42,11,70,18.98027700056519
43,8,79,18.97925032464309
44,5,28,18.977924939757475
45,13,78,18.93424825122378
46,14,75,18.85153026923856
47,14,77,18.81148434901881
48,14,76,18.81148434901881
49,23,76,18.769440839096568
