,ema_fast,ema_slow,annual_return
0,5,72,9.992857679111724
1,5,73,9.797684732736505
2,5,75,9.730176942499275
3,5,74,9.633763282505123
4,5,71,9.36957621694187
5,4,72,9.27275230409466
6,5,69,8.7194401447053
7,5,70,8.7194401447053
8,5,76,8.605558359374752
9,4,74,8.603197413791964
10,4,73,8.573369638987595
11,4,75,8.551553707673289
12,4,71,8.46759308190018
13,5,78,8.452990412494142
14,13,56,8.391869333060285
15,14,55,8.321904319470383
16,6,66,8.287161705113595
17,5,77,8.279104903212229
18,6,64,8.224012411537876
19,6,73,8.125591292875775
20,14,53,8.095360822288363
21,8,73,8.091572536226927
22,7,56,8.040326533578293
23,14,54,8.015575453882304
24,8,54,8.01414261974374
25,13,57,7.911533588121461
26,5,68,7.879485362692342
27,7,55,7.847741843111248
28,8,55,7.837465665317518
29,6,68,7.8341865726776705
30,21,35,7.831857594490095
31,12,57,7.823946813382301
32,9,50,7.810690963771566
33,6,65,7.802556118718182
34,6,67,7.789483617455264
35,13,55,7.776613719011466
36,8,53,7.772641796000284
37,7,57,7.75820078571008
38,7,61,7.732994339732461
39,8,49,7.719146539993724
40,9,72,7.675526793580417
41,7,60,7.609586373576012
42,7,58,7.601302585740825
43,15,52,7.580822902778793
44,8,51,7.541517835060055
45,4,78,7.53950952653469
46,8,72,7.537232549879315
47,8,50,7.516330757316204
48,8,69,7.496002965816221
49,9,49,7.487086274666745
