sma_fast,sma_slow,annual_return,ema_fast,ema_slow
16.0,83.0,23.35823974574545,,
24.0,58.0,23.22846894908561,,
25.0,58.0,23.20292876029589,,
,,16.509798507325993,11.0,38.0
,,16.04112873969307,1.0,74.0
,,15.821752581475392,11.0,37.0
