sma_fast,sma_slow,annual_return,ema_fast,ema_slow
,,25.554083156222053,1.0,10.0
,,22.012651934494567,1.0,11.0
22.0,14.0,12.939379249645777,,
3.0,27.0,11.530144327709513,,
10.0,26.0,10.401006897516195,,
,,10.031576660969725,6.0,20.0
