sma_fast,sma_slow,annual_return,ema_fast,ema_slow
,,21.258617569398275,24.0,12.0
12.0,27.0,19.895953157203657,,
7.0,10.0,19.71129084354176,,
25.0,28.0,17.9022591789361,,
,,17.595060222071364,23.0,13.0
,,17.02544262974747,24.0,13.0
