sma_fast,sma_slow,annual_return,ema_fast,ema_slow
28.0,24.0,22.85659215779837,,
28.0,23.0,22.22725666889801,,
27.0,24.0,21.81298926700444,,
,,12.809199968317008,24.0,23.0
,,12.423006388442293,24.0,13.0
,,11.709706071722064,13.0,40.0
