sma_fast,sma_slow,annual_return,ema_fast,ema_slow
,,15.01053989879482,24.0,16.0
3.0,14.0,14.79752698545166,,
21.0,18.0,14.774292341708886,,
19.0,10.0,14.460528922506914,,
,,14.037527065780903,4.0,19.0
,,13.659239810053837,16.0,13.0
