sma_fast,sma_slow,annual_return,ema_fast,ema_slow
14.0,19.0,35.46130680487442,,
15.0,19.0,33.768865237359734,,
5.0,20.0,32.70395723589787,,
,,29.03356240926956,6.0,27.0
,,25.561847044945846,7.0,25.0
,,25.34509130168806,10.0,12.0
