sma_fast,sma_slow,annual_return,ema_fast,ema_slow
17.0,118.0,26.93129080787098,,
18.0,114.0,26.68592020025248,,
17.0,115.0,26.65550452366784,,
,,22.89405260437337,21.0,71.0
,,22.89405260437337,22.0,69.0
,,22.79278905879356,21.0,70.0
