sma_fast,sma_slow,annual_return,ema_fast,ema_slow
19.0,68.0,23.101552751209187,,
17.0,31.0,22.28984744222569,,
16.0,87.0,21.171714830557587,,
,,16.8881243401998,12.0,38.0
,,16.281838079461632,13.0,37.0
,,15.554501804902571,12.0,37.0
