sma_fast,sma_slow,annual_return,ema_fast,ema_slow
19.0,24.0,26.544808255752,,
17.0,25.0,26.12608103270508,,
14.0,25.0,24.06968061627841,,
,,20.455954706974484,8.0,15.0
,,19.44882548200338,8.0,16.0
,,18.43070027164366,7.0,15.0
