sma_fast,sma_slow,annual_return,ema_fast,ema_slow
24.0,44.0,22.24023291922663,,
24.0,45.0,21.933701179242647,,
21.0,25.0,21.793100488150195,,
,,16.54108906806917,20.0,10.0
,,15.727330770476012,14.0,13.0
,,15.655248186888512,16.0,11.0
